seat_id,movie_id,theater_id,seat_number,status,showtime_id
5747,1,2,D7,1,14
5748,1,2,D8,1,14
5749,1,2,D9,1,14
5750,1,2,D10,0,14
5751,1,2,E1,1,14
5752,1,2,E2,1,14
5753,1,2,E3,1,14
5754,1,2,E4,0,14
5755,1,2,E5,0,14
5756,1,2,E6,0,14
5757,1,2,E7,1,14
5758,1,2,E8,0,14
5759,1,2,E9,0,14
5760,1,2,E10,1,14
5761,1,2,F1,0,14
5762,1,2,F2,1,14
5763,1,2,F3,0,14
5764,1,2,F4,1,14
5765,1,2,F5,0,14
5766,1,2,F6,1,14
5767,1,2,F7,1,14
5768,1,2,F8,1,14
5769,1,2,F9,1,14
5770,1,2,F10,0,14
5771,1,2,G1,0,14
5772,1,2,G2,0,14
5773,1,2,G3,1,14
5774,1,2,G4,1,14
5775,1,2,G5,1,14
5776,1,2,G6,1,14
5777,1,2,G7,0,14
5778,1,2,G8,0,14
5779,1,2,G9,0,14
5780,1,2,G10,1,14
5781,1,2,A1,0,15
5782,1,2,A2,0,15
5783,1,2,A3,1,15
5784,1,2,A4,1,15
5785,1,2,A5,0,15
5786,1,2,A6,1,15
5787,1,2,A7,1,15
5788,1,2,A8,1,15
5789,1,2,A9,0,15
5790,1,2,A10,1,15
5791,1,2,B1,0,15
5792,1,2,B2,0,15
5793,1,2,B3,0,15
5794,1,2,B4,0,15
5795,1,2,B5,1,15
5796,1,2,B6,0,15
5797,1,2,B7,1,15
5798,1,2,B8,1,15
5799,1,2,B9,0,15
5800,1,2,B10,1,15
5801,1,2,C1,0,15
5802,1,2,C2,0,15
5803,1,2,C3,1,15
5804,1,2,C4,1,15
5805,1,2,C5,1,15
5806,1,2,C6,1,15
5807,1,2,C7,1,15
5808,1,2,C8,0,15
5809,1,2,C9,1,15
5810,1,2,C10,1,15
5811,1,2,D1,1,15
5812,1,2,D2,0,15
5813,1,2,D3,0,15
5814,1,2,D4,0,15
5815,1,2,D5,1,15
5816,1,2,D6,1,15
5817,1,2,D7,1,15
5818,1,2,D8,1,15
5819,1,2,D9,1,15
5820,1,2,D10,1,15
5821,1,2,E1,1,15
5822,1,2,E2,0,15
5823,1,2,E3,1,15
5824,1,2,E4,1,15
5825,1,2,E5,1,15
5826,1,2,E6,1,15
5827,1,2,E7,0,15
5828,1,2,E8,1,15
5829,1,2,E9,0,15
5830,1,2,E10,0,15
5831,1,2,F1,1,15
5832,1,2,F2,0,15
5833,1,2,F3,1,15
5834,1,2,F4,0,15
5835,1,2,F5,1,15
5836,1,2,F6,0,15
5837,1,2,F7,1,15
5838,1,2,F8,0,15
5839,1,2,F9,0,15
5840,1,2,F10,0,15
5841,1,2,G1,1,15
5842,1,2,G2,1,15
5843,1,2,G3,1,15
5844,1,2,G4,0,15
5845,1,2,G5,0,15
5846,1,2,G6,1,15
5847,1,2,G7,0,15
5848,1,2,G8,1,15
5849,1,2,G9,0,15
5850,1,2,G10,1,15
5851,1,2,A1,0,16
5852,1,2,A2,1,16
5853,1,2,A3,1,16
5854,1,2,A4,0,16
5855,1,2,A5,1,16
5856,1,2,A6,0,16
5857,1,2,A7,1,16
5858,1,2,A8,1,16
5859,1,2,A9,1,16
5860,1,2,A10,0,16
5861,1,2,B1,0,16
5862,1,2,B2,0,16
5863,1,2,B3,0,16
5864,1,2,B4,1,16
5865,1,2,B5,1,16
5866,1,2,B6,0,16
5867,1,2,B7,1,16
5868,1,2,B8,0,16
5869,1,2,B9,0,16
5870,1,2,B10,1,16
5871,1,2,C1,0,16
5872,1,2,C2,1,16
5873,1,2,C3,1,16
5874,1,2,C4,1,16
5875,1,2,C5,0,16
5876,1,2,C6,0,16
5877,1,2,C7,0,16
5878,1,2,C8,1,16
5879,1,2,C9,1,16
5880,1,2,C10,0,16
5881,1,2,D1,1,16
5882,1,2,D2,0,16
5883,1,2,D3,1,16
5884,1,2,D4,0,16
5885,1,2,D5,0,16
5886,1,2,D6,1,16
5887,1,2,D7,1,16
5888,1,2,D8,0,16
5889,1,2,D9,0,16
5890,1,2,D10,1,16
5891,1,2,E1,0,16
5892,1,2,E2,0,16
5893,1,2,E3,0,16
5894,1,2,E4,0,16
5895,1,2,E5,0,16
5896,1,2,E6,1,16
5897,1,2,E7,1,16
5898,1,2,E8,0,16
5899,1,2,E9,0,16
5900,1,2,E10,0,16
5901,1,2,F1,1,16
5902,1,2,F2,1,16
5903,1,2,F3,1,16
5904,1,2,F4,1,16
5905,1,2,F5,0,16
5906,1,2,F6,0,16
5907,1,2,F7,0,16
5908,1,2,F8,0,16
5909,1,2,F9,0,16
5910,1,2,F10,1,16
5911,1,2,G1,0,16
5912,1,2,G2,0,16
5913,1,2,G3,1,16
5914,1,2,G4,1,16
5915,1,2,G5,1,16
5916,1,2,G6,0,16
5917,1,2,G7,1,16
5918,1,2,G8,1,16
5919,1,2,G9,1,16
5920,1,2,G10,1,16
5921,1,2,A1,0,17
5922,1,2,A2,1,17
5923,1,2,A3,0,17
5924,1,2,A4,1,17
5925,1,2,A5,1,17
5926,1,2,A6,1,17
5927,1,2,A7,0,17
5928,1,2,A8,1,17
5929,1,2,A9,1,17
5930,1,2,A10,0,17
5931,1,2,B1,0,17
5932,1,2,B2,0,17
5933,1,2,B3,0,17
5934,1,2,B4,1,17
5935,1,2,B5,1,17
5936,1,2,B6,1,17
5937,1,2,B7,1,17
5938,1,2,B8,0,17
5939,1,2,B9,1,17
5940,1,2,B10,1,17
5941,1,2,C1,1,17
5942,1,2,C2,0,17
5943,1,2,C3,1,17
5944,1,2,C4,0,17
5945,1,2,C5,0,17
5946,1,2,C6,1,17
5947,1,2,C7,1,17
5948,1,2,C8,1,17
5949,1,2,C9,0,17
5950,1,2,C10,1,17
5951,1,2,D1,0,17
5952,1,2,D2,1,17
5953,1,2,D3,0,17
5954,1,2,D4,0,17
5955,1,2,D5,0,17
5956,1,2,D6,1,17
5957,1,2,D7,1,17
5958,1,2,D8,1,17
5959,1,2,D9,0,17
5960,1,2,D10,1,17
5961,1,2,E1,1,17
5962,1,2,E2,1,17
5963,1,2,E3,1,17
5964,1,2,E4,1,17
5965,1,2,E5,1,17
5966,1,2,E6,1,17
5967,1,2,E7,1,17
5968,1,2,E8,0,17
5969,1,2,E9,0,17
5970,1,2,E10,1,17
5971,1,2,F1,1,17
5972,1,2,F2,1,17
5973,1,2,F3,0,17
5974,1,2,F4,0,17
5975,1,2,F5,1,17
5976,1,2,F6,1,17
5977,1,2,F7,0,17
5978,1,2,F8,0,17
5979,1,2,F9,1,17
5980,1,2,F10,1,17
5981,1,2,G1,1,17
5982,1,2,G2,1,17
5983,1,2,G3,1,17
5984,1,2,G4,0,17
5985,1,2,G5,0,17
5986,1,2,G6,1,17
5987,1,2,G7,1,17
5988,1,2,G8,0,17
5989,1,2,G9,0,17
5990,1,2,G10,1,17
5991,1,2,A1,0,18
5992,1,2,A2,1,18
5993,1,2,A3,1,18
5994,1,2,A4,1,18
5995,1,2,A5,0,18
5996,1,2,A6,0,18
5997,1,2,A7,0,18
5998,1,2,A8,0,18
5999,1,2,A9,1,18
6000,1,2,A10,0,18
6001,1,2,B1,0,18
6002,1,2,B2,1,18
6003,1,2,B3,1,18
6004,1,2,B4,1,18
6005,1,2,B5,1,18
6006,1,2,B6,0,18
6007,1,2,B7,0,18
6008,1,2,B8,1,18
6009,1,2,B9,1,18
6010,1,2,B10,0,18
6011,1,2,C1,1,18
6012,1,2,C2,0,18
6013,1,2,C3,0,18
6014,1,2,C4,1,18
6015,1,2,C5,0,18
6016,1,2,C6,1,18
6017,1,2,C7,1,18
6018,1,2,C8,0,18
6019,1,2,C9,1,18
6020,1,2,C10,1,18
6021,1,2,D1,0,18
6022,1,2,D2,0,18
6023,1,2,D3,1,18
6024,1,2,D4,1,18
6025,1,2,D5,1,18
6026,1,2,D6,0,18
6027,1,2,D7,1,18
6028,1,2,D8,0,18
6029,1,2,D9,1,18
6030,1,2,D10,0,18
6031,1,2,E1,1,18
6032,1,2,E2,0,18
6033,1,2,E3,1,18
6034,1,2,E4,1,18
6035,1,2,E5,0,18
6036,1,2,E6,0,18
6037,1,2,E7,0,18
6038,1,2,E8,1,18
6039,1,2,E9,1,18
6040,1,2,E10,1,18
6041,1,2,F1,1,18
6042,1,2,F2,0,18
6043,1,2,F3,0,18
6044,1,2,F4,0,18
6045,1,2,F5,0,18
6046,1,2,F6,1,18
6047,1,2,F7,0,18
6048,1,2,F8,1,18
6049,1,2,F9,1,18
6050,1,2,F10,1,18
6051,1,2,G1,1,18
6052,1,2,G2,1,18
6053,1,2,G3,1,18
6054,1,2,G4,0,18
6055,1,2,G5,0,18
6056,1,2,G6,1,18
6057,1,2,G7,1,18
6058,1,2,G8,1,18
6059,1,2,G9,0,18
6060,1,2,G10,1,18
6061,1,2,A1,1,19
6062,1,2,A2,1,19
6063,1,2,A3,0,19
6064,1,2,A4,0,19
6065,1,2,A5,1,19
6066,1,2,A6,1,19
6067,1,2,A7,1,19
6068,1,2,A8,0,19
6069,1,2,A9,0,19
6070,1,2,A10,0,19
6071,1,2,B1,1,19
6072,1,2,B2,0,19
6073,1,2,B3,1,19
6074,1,2,B4,1,19
6075,1,2,B5,1,19
6076,1,2,B6,0,19
6077,1,2,B7,0,19
6078,1,2,B8,1,19
6079,1,2,B9,1,19
6080,1,2,B10,1,19
6081,1,2,C1,1,19
6082,1,2,C2,1,19
6083,1,2,C3,1,19
6084,1,2,C4,0,19
6085,1,2,C5,0,19
6086,1,2,C6,0,19
6087,1,2,C7,0,19
6088,1,2,C8,0,19
6089,1,2,C9,1,19
6090,1,2,C10,0,19
6091,1,2,D1,0,19
6092,1,2,D2,1,19
6093,1,2,D3,0,19
6094,1,2,D4,0,19
6095,1,2,D5,0,19
6096,1,2,D6,1,19
6097,1,2,D7,0,19
6098,1,2,D8,1,19
6099,1,2,D9,0,19
6100,1,2,D10,1,19
6101,1,2,E1,1,19
6102,1,2,E2,0,19
6103,1,2,E3,1,19
6104,1,2,E4,1,19
6105,1,2,E5,1,19
6106,1,2,E6,1,19
6107,1,2,E7,1,19
6108,1,2,E8,0,19
6109,1,2,E9,1,19
6110,1,2,E10,0,19
6111,1,2,F1,1,19
6112,1,2,F2,1,19
6113,1,2,F3,1,19
6114,1,2,F4,1,19
6115,1,2,F5,1,19
6116,1,2,F6,1,19
6117,1,2,F7,0,19
6118,1,2,F8,1,19
6119,1,2,F9,1,19
6120,1,2,F10,0,19
6121,1,2,G1,1,19
6122,1,2,G2,1,19
6123,1,2,G3,1,19
6124,1,2,G4,0,19
6125,1,2,G5,0,19
6126,1,2,G6,1,19
6127,1,2,G7,0,19
6128,1,2,G8,0,19
6129,1,2,G9,0,19
6130,1,2,G10,0,19
6131,1,2,A1,0,20
6132,1,2,A2,0,20
6133,1,2,A3,1,20
6134,1,2,A4,1,20
6135,1,2,A5,1,20
6136,1,2,A6,0,20
6137,1,2,A7,1,20
6138,1,2,A8,1,20
6139,1,2,A9,0,20
6140,1,2,A10,1,20
6141,1,2,B1,0,20
6142,1,2,B2,0,20
6143,1,2,B3,1,20
6144,1,2,B4,0,20
6145,1,2,B5,0,20
6146,1,2,B6,1,20
6147,1,2,B7,1,20
6148,1,2,B8,1,20
6149,1,2,B9,1,20
6150,1,2,B10,1,20
6151,1,2,C1,0,20
6152,1,2,C2,1,20
6153,1,2,C3,0,20
6154,1,2,C4,0,20
6155,1,2,C5,1,20
6156,1,2,C6,0,20
6157,1,2,C7,0,20
6158,1,2,C8,1,20
6159,1,2,C9,0,20
6160,1,2,C10,1,20
6161,1,2,D1,1,20
6162,1,2,D2,0,20
6163,1,2,D3,0,20
6164,1,2,D4,0,20
6165,1,2,D5,0,20
6166,1,2,D6,0,20
6167,1,2,D7,1,20
6168,1,2,D8,0,20
6169,1,2,D9,1,20
6170,1,2,D10,0,20
6171,1,2,E1,0,20
6172,1,2,E2,1,20
6173,1,2,E3,1,20
6174,1,2,E4,1,20
6175,1,2,E5,0,20
6176,1,2,E6,0,20
6177,1,2,E7,0,20
6178,1,2,E8,1,20
6179,1,2,E9,0,20
6180,1,2,E10,1,20
6181,1,2,F1,0,20
6182,1,2,F2,0,20
6183,1,2,F3,0,20
6184,1,2,F4,0,20
6185,1,2,F5,1,20
6186,1,2,F6,1,20
6187,1,2,F7,1,20
6188,1,2,F8,0,20
6189,1,2,F9,0,20
6190,1,2,F10,0,20
6191,1,2,G1,1,20
6192,1,2,G2,1,20
6193,1,2,G3,1,20
6194,1,2,G4,0,20
6195,1,2,G5,0,20
6196,1,2,G6,0,20
6197,1,2,G7,1,20
6198,1,2,G8,1,20
6199,1,2,G9,1,20
6200,1,2,G10,1,20
6201,1,2,A1,1,21
6202,1,2,A2,1,21
6203,1,2,A3,1,21
6204,1,2,A4,1,21
6205,1,2,A5,0,21
6206,1,2,A6,0,21
6207,1,2,A7,1,21
6208,1,2,A8,0,21
6209,1,2,A9,0,21
6210,1,2,A10,0,21
6211,1,2,B1,1,21
6212,1,2,B2,0,21
6213,1,2,B3,0,21
6214,1,2,B4,0,21
6215,1,2,B5,0,21
6216,1,2,B6,0,21
6217,1,2,B7,0,21
6218,1,2,B8,0,21
6219,1,2,B9,0,21
6220,1,2,B10,1,21
6221,1,2,C1,1,21
6222,1,2,C2,1,21
6223,1,2,C3,0,21
6224,1,2,C4,1,21
6225,1,2,C5,0,21
6226,1,2,C6,0,21
6227,1,2,C7,1,21
6228,1,2,C8,0,21
6229,1,2,C9,0,21
6230,1,2,C10,1,21
6231,1,2,D1,1,21
6232,1,2,D2,1,21
6233,1,2,D3,0,21
6234,1,2,D4,0,21
6235,1,2,D5,1,21
6236,1,2,D6,0,21
6237,1,2,D7,1,21
6238,1,2,D8,0,21
6239,1,2,D9,1,21
6240,1,2,D10,0,21
6241,1,2,E1,0,21
6242,1,2,E2,1,21
6243,1,2,E3,0,21
6244,1,2,E4,1,21
6245,1,2,E5,1,21
6246,1,2,E6,1,21
6247,1,2,E7,1,21
6248,1,2,E8,0,21
6249,1,2,E9,0,21
6250,1,2,E10,1,21
6251,1,2,F1,1,21
6252,1,2,F2,1,21
6253,1,2,F3,1,21
6254,1,2,F4,0,21
6255,1,2,F5,0,21
6256,1,2,F6,1,21
6257,1,2,F7,1,21
6258,1,2,F8,0,21
6259,1,2,F9,0,21
6260,1,2,F10,1,21
6261,1,2,G1,0,21
6262,1,2,G2,0,21
6263,1,2,G3,0,21
6264,1,2,G4,0,21
6265,1,2,G5,1,21
6266,1,2,G6,1,21
6267,1,2,G7,1,21
6268,1,2,G8,0,21
6269,1,2,G9,0,21
6270,1,2,G10,1,21
6271,1,2,A1,1,22
6272,1,2,A2,1,22
6273,1,2,A3,0,22
6274,1,2,A4,1,22
6275,1,2,A5,0,22
6276,1,2,A6,1,22
6277,1,2,A7,1,22
6278,1,2,A8,0,22
6279,1,2,A9,0,22
6280,1,2,A10,0,22
6281,1,2,B1,0,22
6282,1,2,B2,0,22
6283,1,2,B3,0,22
6284,1,2,B4,0,22
6285,1,2,B5,1,22
6286,1,2,B6,1,22
6287,1,2,B7,0,22
6288,1,2,B8,1,22
6289,1,2,B9,1,22
6290,1,2,B10,0,22
6291,1,2,C1,0,22
6292,1,2,C2,0,22
6293,1,2,C3,1,22
6294,1,2,C4,1,22
6295,1,2,C5,0,22
6296,1,2,C6,0,22
6297,1,2,C7,1,22
6298,1,2,C8,1,22
6299,1,2,C9,0,22
6300,1,2,C10,1,22
6301,1,2,D1,1,22
6302,1,2,D2,1,22
6303,1,2,D3,1,22
6304,1,2,D4,0,22
6305,1,2,D5,0,22
6306,1,2,D6,1,22
6307,1,2,D7,0,22
6308,1,2,D8,1,22
6309,1,2,D9,0,22
6310,1,2,D10,0,22
6311,1,2,E1,1,22
6312,1,2,E2,0,22
6313,1,2,E3,0,22
6314,1,2,E4,0,22
6315,1,2,E5,1,22
6316,1,2,E6,0,22
6317,1,2,E7,0,22
6318,1,2,E8,0,22
6319,1,2,E9,1,22
6320,1,2,E10,1,22
6321,1,2,F1,1,22
6322,1,2,F2,0,22
6323,1,2,F3,0,22
6324,1,2,F4,0,22
6325,1,2,F5,0,22
6326,1,2,F6,0,22
6327,1,2,F7,0,22
6328,1,2,F8,0,22
6329,1,2,F9,1,22
6330,1,2,F10,0,22
6331,1,2,G1,0,22
6332,1,2,G2,0,22
6333,1,2,G3,0,22
6334,1,2,G4,0,22
6335,1,2,G5,1,22
6336,1,2,G6,1,22
6337,1,2,G7,0,22
6338,1,2,G8,1,22
6339,1,2,G9,1,22
6340,1,2,G10,1,22
6341,1,2,A1,0,23
6342,1,2,A2,0,23
6343,1,2,A3,0,23
6344,1,2,A4,1,23
6345,1,2,A5,1,23
6346,1,2,A6,1,23
6347,1,2,A7,1,23
6348,1,2,A8,1,23
6349,1,2,A9,1,23
6350,1,2,A10,0,23
6351,1,2,B1,0,23
6352,1,2,B2,1,23
6353,1,2,B3,1,23
6354,1,2,B4,1,23
6355,1,2,B5,0,23
6356,1,2,B6,1,23
6357,1,2,B7,0,23
6358,1,2,B8,1,23
6359,1,2,B9,0,23
6360,1,2,B10,1,23
6361,1,2,C1,0,23
6362,1,2,C2,0,23
6363,1,2,C3,1,23
6364,1,2,C4,1,23
6365,1,2,C5,0,23
6366,1,2,C6,0,23
6367,1,2,C7,1,23
6368,1,2,C8,0,23
6369,1,2,C9,0,23
6370,1,2,C10,0,23
6371,1,2,D1,1,23
6372,1,2,D2,1,23
6373,1,2,D3,0,23
6374,1,2,D4,0,23
6375,1,2,D5,0,23
6376,1,2,D6,0,23
6377,1,2,D7,1,23
6378,1,2,D8,1,23
6379,1,2,D9,0,23
6380,1,2,D10,0,23
6381,1,2,E1,1,23
6382,1,2,E2,0,23
6383,1,2,E3,1,23
6384,1,2,E4,0,23
6385,1,2,E5,1,23
6386,1,2,E6,0,23
6387,1,2,E7,0,23
6388,1,2,E8,0,23
6389,1,2,E9,0,23
6390,1,2,E10,0,23
6391,1,2,F1,0,23
6392,1,2,F2,1,23
6393,1,2,F3,0,23
6394,1,2,F4,1,23
6395,1,2,F5,1,23
6396,1,2,F6,0,23
6397,1,2,F7,1,23
6398,1,2,F8,1,23
6399,1,2,F9,1,23
6400,1,2,F10,1,23
6401,1,2,G1,1,23
6402,1,2,G2,1,23
6403,1,2,G3,0,23
6404,1,2,G4,0,23
6405,1,2,G5,0,23
6406,1,2,G6,1,23
6407,1,2,G7,0,23
6408,1,2,G8,0,23
6409,1,2,G9,1,23
6410,1,2,G10,0,23
6411,1,2,A1,0,24
6412,1,2,A2,1,24
6413,1,2,A3,0,24
6414,1,2,A4,1,24
6415,1,2,A5,0,24
6416,1,2,A6,1,24
6417,1,2,A7,1,24
6418,1,2,A8,1,24
6419,1,2,A9,1,24
6420,1,2,A10,1,24
6421,1,2,B1,0,24
6422,1,2,B2,0,24
6423,1,2,B3,1,24
6424,1,2,B4,1,24
6425,1,2,B5,0,24
6426,1,2,B6,0,24
6427,1,2,B7,0,24
6428,1,2,B8,0,24
6429,1,2,B9,0,24
6430,1,2,B10,0,24
6431,1,2,C1,0,24
6432,1,2,C2,1,24
6433,1,2,C3,1,24
6434,1,2,C4,0,24
6435,1,2,C5,0,24
6436,1,2,C6,1,24
6437,1,2,C7,0,24
6438,1,2,C8,0,24
6439,1,2,C9,0,24
6440,1,2,C10,0,24
6441,1,2,D1,0,24
6442,1,2,D2,0,24
6443,1,2,D3,1,24
6444,1,2,D4,1,24
6445,1,2,D5,1,24
6446,1,2,D6,0,24
6447,1,2,D7,1,24
6448,1,2,D8,0,24
6449,1,2,D9,1,24
6450,1,2,D10,0,24
6451,1,2,E1,0,24
6452,1,2,E2,1,24
6453,1,2,E3,1,24
6454,1,2,E4,0,24
6455,1,2,E5,0,24
6456,1,2,E6,1,24
6457,1,2,E7,0,24
6458,1,2,E8,0,24
6459,1,2,E9,1,24
6460,1,2,E10,0,24
6461,1,2,F1,0,24
6462,1,2,F2,0,24
6463,1,2,F3,1,24
6464,1,2,F4,1,24
6465,1,2,F5,1,24
6466,1,2,F6,1,24
6467,1,2,F7,1,24
6468,1,2,F8,0,24
6469,1,2,F9,0,24
6470,1,2,F10,1,24
6471,1,2,G1,1,24
6472,1,2,G2,1,24
6473,1,2,G3,0,24
6474,1,2,G4,0,24
6475,1,2,G5,0,24
6476,1,2,G6,1,24
6477,1,2,G7,0,24
6478,1,2,G8,0,24
6479,1,2,G9,1,24
6480,1,2,G10,0,24
6481,1,2,A1,0,25
6482,1,2,A2,0,25
6483,1,2,A3,0,25
6484,1,2,A4,1,25
6485,1,2,A5,0,25
6486,1,2,A6,1,25
6487,1,2,A7,0,25
6488,1,2,A8,0,25
6489,1,2,A9,0,25
6490,1,2,A10,1,25
6491,1,2,B1,0,25
6492,1,2,B2,1,25
6493,1,2,B3,0,25
6494,1,2,B4,1,25
6495,1,2,B5,1,25
6496,1,2,B6,1,25
6497,1,2,B7,0,25
6498,1,2,B8,0,25
6499,1,2,B9,0,25
6500,1,2,B10,1,25
6501,1,2,C1,1,25
6502,1,2,C2,0,25
6503,1,2,C3,1,25
6504,1,2,C4,1,25
6505,1,2,C5,0,25
6506,1,2,C6,1,25
6507,1,2,C7,0,25
6508,1,2,C8,1,25
6509,1,2,C9,0,25
6510,1,2,C10,1,25
6511,1,2,D1,0,25
6512,1,2,D2,1,25
6513,1,2,D3,1,25
6514,1,2,D4,0,25
6515,1,2,D5,0,25
6516,1,2,D6,0,25
6517,1,2,D7,1,25
6518,1,2,D8,1,25
6519,1,2,D9,1,25
6520,1,2,D10,0,25
6521,1,2,E1,1,25
6522,1,2,E2,1,25
6523,1,2,E3,1,25
6524,1,2,E4,0,25
6525,1,2,E5,0,25
6526,1,2,E6,0,25
6527,1,2,E7,1,25
6528,1,2,E8,1,25
6529,1,2,E9,1,25
6530,1,2,E10,0,25
6531,1,2,F1,0,25
6532,1,2,F2,1,25
6533,1,2,F3,1,25
6534,1,2,F4,0,25
6535,1,2,F5,1,25
6536,1,2,F6,1,25
6537,1,2,F7,0,25
6538,1,2,F8,0,25
6539,1,2,F9,0,25
6540,1,2,F10,1,25
6541,1,2,G1,1,25
6542,1,2,G2,1,25
6543,1,2,G3,1,25
6544,1,2,G4,1,25
6545,1,2,G5,0,25
6546,1,2,G6,0,25
6547,1,2,G7,0,25
6548,1,2,G8,0,25
6549,1,2,G9,1,25
6550,1,2,G10,0,25
6551,1,2,A1,1,26
6552,1,2,A2,0,26
6553,1,2,A3,0,26
6554,1,2,A4,0,26
6555,1,2,A5,1,26
6556,1,2,A6,1,26
6557,1,2,A7,0,26
6558,1,2,A8,0,26
6559,1,2,A9,0,26
6560,1,2,A10,0,26
6561,1,2,B1,1,26
6562,1,2,B2,0,26
6563,1,2,B3,0,26
6564,1,2,B4,0,26
6565,1,2,B5,1,26
6566,1,2,B6,0,26
6567,1,2,B7,0,26
6568,1,2,B8,1,26
6569,1,2,B9,0,26
6570,1,2,B10,1,26
6571,1,2,C1,0,26
6572,1,2,C2,0,26
6573,1,2,C3,0,26
6574,1,2,C4,0,26
6575,1,2,C5,1,26
6576,1,2,C6,1,26
6577,1,2,C7,1,26
6578,1,2,C8,1,26
6579,1,2,C9,0,26
6580,1,2,C10,1,26
6581,1,2,D1,0,26
6582,1,2,D2,1,26
6583,1,2,D3,0,26
6584,1,2,D4,0,26
6585,1,2,D5,0,26
6586,1,2,D6,1,26
6587,1,2,D7,1,26
6588,1,2,D8,0,26
6589,1,2,D9,1,26
6590,1,2,D10,1,26
6591,1,2,E1,0,26
6592,1,2,E2,1,26
6593,1,2,E3,1,26
6594,1,2,E4,0,26
6595,1,2,E5,0,26
6596,1,2,E6,0,26
6597,1,2,E7,0,26
6598,1,2,E8,1,26
6599,1,2,E9,1,26
6600,1,2,E10,1,26
6601,1,2,F1,0,26
6602,1,2,F2,0,26
6603,1,2,F3,1,26
6604,1,2,F4,1,26
6605,1,2,F5,1,26
6606,1,2,F6,1,26
6607,1,2,F7,1,26
6608,1,2,F8,1,26
6609,1,2,F9,0,26
6610,1,2,F10,1,26
6611,1,2,G1,1,26
6612,1,2,G2,1,26
6613,1,2,G3,1,26
6614,1,2,G4,0,26
6615,1,2,G5,1,26
6616,1,2,G6,0,26
6617,1,2,G7,0,26
6618,1,2,G8,1,26
6619,1,2,G9,1,26
6620,1,2,G10,0,26
6621,1,2,A1,1,27
6622,1,2,A2,1,27
6623,1,2,A3,0,27
6624,1,2,A4,0,27
6625,1,2,A5,1,27
6626,1,2,A6,1,27
6627,1,2,A7,0,27
6628,1,2,A8,1,27
6629,1,2,A9,0,27
6630,1,2,A10,0,27
6631,1,2,B1,1,27
6632,1,2,B2,1,27
6633,1,2,B3,0,27
6634,1,2,B4,0,27
6635,1,2,B5,0,27
6636,1,2,B6,0,27
6637,1,2,B7,1,27
6638,1,2,B8,0,27
6639,1,2,B9,1,27
6640,1,2,B10,0,27
6641,1,2,C1,1,27
6642,1,2,C2,0,27
6643,1,2,C3,1,27
6644,1,2,C4,1,27
6645,1,2,C5,1,27
6646,1,2,C6,1,27
6647,1,2,C7,0,27
6648,1,2,C8,0,27
6649,1,2,C9,1,27
6650,1,2,C10,0,27
6651,1,2,D1,0,27
6652,1,2,D2,1,27
6653,1,2,D3,1,27
6654,1,2,D4,1,27
6655,1,2,D5,1,27
6656,1,2,D6,1,27
6657,1,2,D7,1,27
6658,1,2,D8,1,27
6659,1,2,D9,1,27
6660,1,2,D10,0,27
6661,1,2,E1,0,27
6662,1,2,E2,0,27
6663,1,2,E3,0,27
6664,1,2,E4,0,27
6665,1,2,E5,1,27
6666,1,2,E6,0,27
6667,1,2,E7,1,27
6668,1,2,E8,0,27
6669,1,2,E9,1,27
6670,1,2,E10,0,27
6671,1,2,F1,0,27
6672,1,2,F2,0,27
6673,1,2,F3,1,27
6674,1,2,F4,1,27
6675,1,2,F5,1,27
6676,1,2,F6,1,27
6677,1,2,F7,1,27
6678,1,2,F8,0,27
6679,1,2,F9,1,27
6680,1,2,F10,1,27
6681,1,2,G1,1,27
6682,1,2,G2,1,27
6683,1,2,G3,1,27
6684,1,2,G4,1,27
6685,1,2,G5,0,27
6686,1,2,G6,0,27
6687,1,2,G7,0,27
6688,1,2,G8,1,27
6689,1,2,G9,0,27
6690,1,2,G10,1,27
6691,1,2,A1,0,28
6692,1,2,A2,0,28
6693,1,2,A3,0,28
6694,1,2,A4,0,28
6695,1,2,A5,0,28
6696,1,2,A6,0,28
6697,1,2,A7,0,28
6698,1,2,A8,0,28
6699,1,2,A9,0,28
6700,1,2,A10,1,28
6701,1,2,B1,1,28
6702,1,2,B2,0,28
6703,1,2,B3,1,28
6704,1,2,B4,0,28
6705,1,2,B5,0,28
6706,1,2,B6,0,28
6707,1,2,B7,1,28
6708,1,2,B8,1,28
6709,1,2,B9,0,28
6710,1,2,B10,0,28
6711,1,2,C1,1,28
6712,1,2,C2,1,28
6713,1,2,C3,1,28
6714,1,2,C4,0,28
6715,1,2,C5,0,28
6716,1,2,C6,1,28
6717,1,2,C7,0,28
6718,1,2,C8,0,28
6719,1,2,C9,1,28
6720,1,2,C10,0,28
6721,1,2,D1,0,28
6722,1,2,D2,1,28
6723,1,2,D3,1,28
6724,1,2,D4,1,28
6725,1,2,D5,0,28
6726,1,2,D6,0,28
6727,1,2,D7,0,28
6728,1,2,D8,0,28
6729,1,2,D9,0,28
6730,1,2,D10,0,28
6731,1,2,E1,1,28
6732,1,2,E2,0,28
6733,1,2,E3,1,28
6734,1,2,E4,0,28
6735,1,2,E5,0,28
6736,1,2,E6,0,28
6737,1,2,E7,0,28
6738,1,2,E8,1,28
6739,1,2,E9,1,28
6740,1,2,E10,0,28
6741,1,2,F1,0,28
6742,1,2,F2,1,28
6743,1,2,F3,1,28
6744,1,2,F4,0,28
